data,count,response 
11547,1,internals 
11544,2,internals 
10895,4,internals 
346,2,internals 
3997,8,internals 
965,10,internals 
13602,1,internals 
13600,1,internals 
13606,4,internals 
13605,2,internals 
2319,2,internals 
2317,20,internals 
5858,1,internals 
293,0,internals 
4023,5,internals 
270,1,internals 
271,53,internals 
272,8,internals 
6291,1,internals 
13543,3,internals 
278,2,internals 
6359,10,internals 
13549,2,internals 
11762,2,internals 
11761,1,internals 
11767,1,internals 
11765,3,internals 
10708,2,internals 
9529,2,internals 
9524,7,internals 
107,68,internals 
7869,1,internals 
4812,1,internals 
2045,4,internals 
11616,3,internals 
11614,10,internals 
11615,2,internals 
9419,16,internals 
12123,7,internals 
12125,111,internals 
12529,1,internals 
14331,1,internals 
14135,5,internals 
14136,1,internals 
14137,4,internals 
9633,2,internals 
3519,5,internals 
8945,2,internals 
3517,1,internals 
6205,2,internals 
12230,1,internals 
12233,1,internals 
12232,1,internals 
2681,5,internals 
14621,1,internals 
2739,1,internals 
99,16,internals 
98,15,internals 
91,4,internals 
94,17,internals 
97,49,internals 
1623,1,internals 
1622,2,internals 
10095,2,internals 
5189,2,internals 
559,3,internals 
2865,1,internals 
2867,1,internals 
552,4,internals 
14718,1,internals 
1191,2,internals 
1190,3,internals 
1192,4,internals 
14391,2,internals 
1757,2,internals 
1756,5,internals 
1753,4,internals 
4259,5,internals 
4258,4,internals 
1174,12,internals 
13940,11,internals 
4250,7,internals 
13945,1,internals 
6979,1,internals 
5534,3,internals 
1284,2,internals 
512,37,internals 
1281,15,internals 
1283,3,internals 
1282,4,internals 
11166,5,internals 
11162,7,internals 
1578,5,internals 
1572,6,internals 
687,250,internals 
1000,12,internals 
681,7,internals 
1575,1,internals 
8548,3,internals 
8547,1,internals 
8010,1,internals 
5628,4,internals 
4380,1,internals 
1371,4,internals 
1373,4,internals 
1375,1,internals 
1374,5,internals 
400,20,internals 
1379,93,internals 
1378,4,internals 
1219,5,internals 
10764,2,internals 
3830,11,internals 
10885,1,internals 
5993,2,internals 
10888,1,internals 
13604,1,internals 
390,24,internals 
10972,3,internals 
6785,1,internals 
10975,1,internals 
6789,1,internals 
13616,23,internals 
5846,2,internals 
5843,1,internals 
11280,12,internals 
11286,3,internals 
3746,7,internals 
244,7,internals 
246,3,internals 
241,3,internals 
240,2,internals 
243,69,internals 
13539,1,internals 
7717,1,internals 
12008,2,internals 
11750,1,internals 
9249,1,internals 
9248,1,internals 
3454,4,internals 
9539,1,internals 
2457,18,internals 
9244,1,internals 
13289,1,internals 
178,2,internals 
177,1,internals 
172,44,internals 
170,3,internals 
4827,1,internals 
13441,1,internals 
14166,3,internals 
6368,6,internals 
11627,2,internals 
11628,8,internals 
6365,2,internals 
9333,5,internals 
10409,13,internals 
10395,2,internals 
3528,19,internals 
7218,1,internals 
13545,5,internals 
14897,3,internals 
14895,1,internals 
14893,1,internals 
10712,5,internals 
2692,5,internals 
14657,6,internals 
14096,1,internals 
1607,1,internals 
7324,2,internals 
3230,8,internals 
7320,3,internals 
1618,6,internals 
10084,3,internals 
1617,1,internals 
